,category,name,format,price,unit
1154,Harina y preparado repostería,Impulsor gasificante en polvo Royal uso alimentario,Caja 5 sobres (80 g),2.25,ud.
1155,Harina y preparado repostería,Impulsor gasificante Hacendado para uso alimentario,Caja 6 sobres (90 g),0.7,ud.
1156,Harina y preparado repostería,Gasificante repostería casera Hacendado,Caja 8 sobres (44 g),0.7,ud.
1157,Harina y preparado repostería,Gelatina neutra en láminas Hacendado,Paquete 12 láminas (20 g),1.0,ud.
1158,Harina y preparado repostería,Preparado en polvo cuajada azucarada Royal sabor lácteo,Caja 4 sobres (48 g),1.45,ud.
1159,Harina y preparado repostería,Preparado en polvo flan Royal,Caja 186 g,1.8,ud.
1160,Harina y preparado repostería,Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,2.0,ud.
1161,Harina y preparado repostería,Preparado en polvo flan Hacendado,Caja 190 g,1.4,ud.
1162,Harina y preparado repostería,Chocolate blanco fundir Hacendado,Tableta 200 g,1.6,ud.
1163,Harina y preparado repostería,Preparado en polvo flanes y natillas Maizena Potax,Caja 6 sobres (192 g),1.5,ud.
1164,Harina y preparado repostería,Aroma de vainilla Hacendado,Bote 150 ml,2.0,ud.
1165,Harina y preparado repostería,Preparado en polvo natillas Hacendado,Caja 89 g,1.4,ud.
1166,Harina y preparado repostería,Preparado en polvo gelatina piña Hacendado,Caja 2 sobres (170 g),1.5,ud.
1167,Harina y preparado repostería,Preparado en polvo para crepes Hacendado,Bote 200 g,2.0,ud.
1168,Harina y preparado repostería,Preparado en polvo gelatina fresa Hacendado,Caja 2 sobres (170 g),1.5,ud.
1169,Harina y preparado repostería,Preparado en polvo gelatina fresa Hacendado 0% azúcar,Caja 1 sobre (26 g),2.0,ud.
1170,Harina y preparado repostería,Preparado en polvo gelatina arándano Hacendado 0% azúcar,Caja 1 sobre (31 g),2.0,ud.
1171,Harina y preparado repostería,Aroma agua de azahar Hacendado,Bote 150 ml,2.0,ud.
1172,Harina y preparado repostería,Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,Tableta 200 g,2.25,ud.
1173,Harina y preparado repostería,Chocolate con leche fundir Hacendado,Tableta 200 g,1.6,ud.
1174,Harina y preparado repostería,Levadura de panadería Hacendado,Paquete 10 sobres (70 g),1.5,ud.
1175,Harina y preparado repostería,Preparado en polvo crema pastelera Hacendado,Caja 2 sobres (174 g),3.2,ud.
1176,Harina y preparado repostería,Masa fresca hojaldre Hacendado,2 paquetes x 260 g,2.5,pack
1177,Harina y preparado repostería,Masa para empanadillas y postres Buitoni,Paquete 16 obleas (160 g),1.1,ud.
1178,Harina y preparado repostería,Masa fresca Hacendado hojaldre con mantequilla,2 paquetes x 260 g,2.8,pack
1179,Harina y preparado repostería,Masa fresca quebrada brisa Hacendado,2 paquetes x 230 g,2.6,pack
1180,Harina y preparado repostería,Masa fresca empanada Hacendado,2 paquetes x 230 g,2.6,pack
1181,Harina y preparado repostería,Masa de hojaldre sin gluten Hacendado,Paquete 280 g,2.8,ud.
1182,Harina y preparado repostería,Masa filo Bella,Paquete 250 g,2.0,ud.
1183,Velas y decoración,Vela de cumpleaños 0 Hacendado,Paquete 1 ud.,0.75,ud.
1184,Velas y decoración,Vela de cumpleaños 1 Hacendado,Paquete 1 ud.,0.75,ud.
1185,Velas y decoración,Vela de cumpleaños 2 Hacendado,Paquete 1 ud.,0.75,ud.
1186,Velas y decoración,Vela de cumpleaños 3 Hacendado,Paquete 1 ud.,0.75,ud.
1187,Velas y decoración,Vela de cumpleaños 4 Hacendado,Paquete 1 ud.,0.75,ud.
1188,Velas y decoración,Vela de cumpleaños 5 Hacendado,Paquete 1 ud.,0.75,ud.
1189,Velas y decoración,Vela de cumpleaños 6 Hacendado,Paquete 1 ud.,0.75,ud.
1190,Velas y decoración,Vela de cumpleaños 7 Hacendado,Paquete 1 ud.,0.75,ud.
1191,Velas y decoración,Vela de cumpleaños 8 Hacendado,Paquete 1 ud.,0.75,ud.
1192,Velas y decoración,Vela de cumpleaños 9 Hacendado,Paquete 1 ud.,0.75,ud.
1193,Velas y decoración,Velas de cumpleaños Hacendado,Paquete 20 velas,0.9,ud.
1194,Velas y decoración,Almendra molida Hacendado,Paquete 125 g,2.07,ud.
1195,Velas y decoración,Coco rallado Hacendado,Paquete 125 g,1.1,ud.
1196,Velas y decoración,Caramelo líquido Hacendado,Bote 300 g,1.75,ud.
1197,Velas y decoración,Fideos de chocolate Hacendado,Paquete 100 g,1.45,ud.
1198,Velas y decoración,Azúcar vainillado Hacendado,Paquete 120 g,1.0,ud.
1199,Velas y decoración,Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,Paquete 200 g,2.75,ud.
1200,Velas y decoración,Sirope de chocolate Hacendado,Bote 300 g,2.2,ud.
1201,Velas y decoración,Almendra palitos Hacendado,Paquete 100 g,1.65,ud.
1202,Leche y bebidas vegetales,Leche semidesnatada Hacendado,6 bricks x 1 L,5.22,pack
1203,Leche y bebidas vegetales,Leche semidesnatada Hacendado,Brick 1 L,0.87,ud.
1204,Leche y bebidas vegetales,Leche semidesnatada Hacendado,6 mini bricks x 200 ml,1.53,pack
1205,Leche y bebidas vegetales,Leche semidesnatada Hacendado,"6 botellas x 1,5 L",8.46,pack
1206,Leche y bebidas vegetales,Leche semidesnatada Hacendado,"Botella 1,5 L",1.41,ud.
1207,Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,6 bricks x 1 L,5.7,pack
1208,Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,Brick 1 L,0.95,ud.
1209,Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,6 mini bricks x 200 ml,1.69,pack
1210,Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado,6 bricks x 1 L,5.76,pack
1211,Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado,Brick 1 L,0.96,ud.
1212,Leche y bebidas vegetales,Leche semidesnatada Asturiana,"6 botellas x 1,5 L",10.68,pack
1213,Leche y bebidas vegetales,Leche semidesnatada Asturiana,"Botella 1,5 L",1.78,ud.
1214,Leche y bebidas vegetales,Leche semidesnatada Pascual,6 bricks x 1 L,7.8,pack
1215,Leche y bebidas vegetales,Leche semidesnatada Pascual,Brick 1 L,1.3,ud.
1216,Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado,6 bricks x 1 L,7.5,pack
1217,Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado,Brick 1 L,1.25,ud.
1218,Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado,6 bricks x 1 L,10.8,pack
1219,Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado,Brick 1 L,1.8,ud.
1220,Leche y bebidas vegetales,Leche semidesnatada fresca Hacendado,Botella 1 L,1.04,ud.
1221,Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,"6 botellas x 1,5 L",9.18,pack
1222,Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,"Botella 1,5 L",1.53,ud.
1223,Leche y bebidas vegetales,Leche semidesnatada Asturiana,6 bricks x 1 L,6.84,pack
1224,Leche y bebidas vegetales,Leche semidesnatada Asturiana,Brick 1 L,1.14,ud.
1225,Leche y bebidas vegetales,Leche desnatada Hacendado,6 bricks x 1 L,5.1,pack
1226,Leche y bebidas vegetales,Leche desnatada Hacendado,Brick 1 L,0.85,ud.
1227,Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado,6 bricks x 1 L,5.58,pack
1228,Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado,Brick 1 L,0.93,ud.
1229,Leche y bebidas vegetales,Leche desnatada calcio Hacendado,6 bricks x 1 L,5.64,pack
1230,Leche y bebidas vegetales,Leche desnatada calcio Hacendado,Brick 1 L,0.94,ud.
1231,Leche y bebidas vegetales,Leche desnatada Hacendado,"6 botellas x 1,5 L",8.28,pack
1232,Leche y bebidas vegetales,Leche desnatada Hacendado,"Botella 1,5 L",1.38,ud.
1233,Leche y bebidas vegetales,Leche desnatada Pascual,6 bricks x 1 L,7.8,pack
1234,Leche y bebidas vegetales,Leche desnatada Pascual,Brick 1 L,1.3,ud.
1235,Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con leche desnatada,6 bricks x 1 L,11.4,pack
1236,Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con leche desnatada,Brick 1 L,1.9,ud.
1237,Leche y bebidas vegetales,Leche desnatada Asturiana,"6 botellas x 1,5 L",10.68,pack
1238,Leche y bebidas vegetales,Leche desnatada Asturiana,"Botella 1,5 L",1.78,ud.
1239,Leche y bebidas vegetales,Bebida láctea desnatada omega 3 Hacendado,6 bricks x 1 L,6.6,pack
1240,Leche y bebidas vegetales,Bebida láctea desnatada omega 3 Hacendado,Brick 1 L,1.1,ud.
1241,Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con nueces y leche desnatada,6 bricks x 1 L,11.7,pack
1242,Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con nueces y leche desnatada,Brick 1 L,1.95,ud.
1243,Leche y bebidas vegetales,Leche en polvo desnatada,Paquete 700 g,5.2,ud.
1244,Leche y bebidas vegetales,Leche +Proteínas desnatada Hacendado,6 bricks x 1 L,7.5,pack
1245,Leche y bebidas vegetales,Leche +Proteínas desnatada Hacendado,Brick 1 L,1.25,ud.
1246,Leche y bebidas vegetales,Leche desnatada Asturiana,6 bricks x 1 L,6.84,pack
1247,Leche y bebidas vegetales,Leche desnatada Asturiana,Brick 1 L,1.14,ud.
1248,Leche y bebidas vegetales,Leche entera Hacendado,6 bricks x 1 L,5.46,pack
1249,Leche y bebidas vegetales,Leche entera Hacendado,Brick 1 L,0.91,ud.
1250,Leche y bebidas vegetales,Leche entera Hacendado,6 mini bricks x 200 ml,1.6,pack
1251,Leche y bebidas vegetales,Leche entera Asturiana,"6 botellas x 1,5 L",10.68,pack
1252,Leche y bebidas vegetales,Leche entera Asturiana,"Botella 1,5 L",1.78,ud.
1253,Leche y bebidas vegetales,Leche entera sin lactosa Hacendado,6 bricks x 1 L,5.94,pack
1254,Leche y bebidas vegetales,Leche entera sin lactosa Hacendado,Brick 1 L,0.99,ud.
1255,Leche y bebidas vegetales,Leche entera Pascual,6 bricks x 1 L,7.8,pack
1256,Leche y bebidas vegetales,Leche entera Pascual,Brick 1 L,1.3,ud.
1257,Leche y bebidas vegetales,Leche entera Hacendado,"6 botellas x 1,5 L",8.82,pack
1258,Leche y bebidas vegetales,Leche entera Hacendado,"Botella 1,5 L",1.47,ud.
1259,Leche y bebidas vegetales,Leche entera calcio Hacendado,6 bricks x 1 L,6.6,pack
1260,Leche y bebidas vegetales,Leche entera calcio Hacendado,Brick 1 L,1.1,ud.
1261,Leche y bebidas vegetales,Leche entera fresca Hacendado,Botella 1 L,1.05,ud.
1262,Leche y bebidas vegetales,Leche entera Asturiana,6 bricks x 1 L,6.84,pack
1263,Leche y bebidas vegetales,Leche entera Asturiana,Brick 1 L,1.14,ud.
1264,Leche y bebidas vegetales,Bebida de avena Alitey,6 bricks x 1 L,5.7,pack
1265,Leche y bebidas vegetales,Bebida de avena Alitey,Brick 1 L,0.95,ud.
1266,Leche y bebidas vegetales,Bebida de avena sin azúcares añadidos Hacendado,6 bricks x 1 L,7.2,pack
1267,Leche y bebidas vegetales,Bebida de avena sin azúcares añadidos Hacendado,Brick 1 L,1.2,ud.
1268,Leche y bebidas vegetales,Horchata fresca Hacendado,Botella 750 ml,2.0,ud.
1269,Leche y bebidas vegetales,Horchata fresca Hacendado,Vaso 250 ml,1.0,ud.
1270,Leche y bebidas vegetales,Bebida de soja con calcio y vitaminas Hacendado,6 bricks x 1 L,4.2,pack
1271,Leche y bebidas vegetales,Bebida de soja con calcio y vitaminas Hacendado,Brick 1 L,0.7,ud.
1272,Leche y bebidas vegetales,Bebida de soja 0% azúcares Hacendado,6 bricks x 1 L,4.8,pack
1273,Leche y bebidas vegetales,Bebida de soja 0% azúcares Hacendado,Brick 1 L,0.8,ud.
1274,Leche y bebidas vegetales,Bebida de almendras zero Hacendado,6 bricks x 1 L,8.1,pack
1275,Leche y bebidas vegetales,Bebida de almendras zero Hacendado,Brick 1 L,1.35,ud.
1276,Leche y bebidas vegetales,Bebida de arroz sin azúcares añadidos Hacendado,6 bricks x 1 L,6.6,pack
1277,Leche y bebidas vegetales,Bebida de arroz sin azúcares añadidos Hacendado,Brick 1 L,1.1,ud.
1278,Leche y bebidas vegetales,Bebida de soja sabor café sin azúcares añadidos Hacendado,6 bricks x 1 L,7.5,pack
1279,Leche y bebidas vegetales,Bebida de soja sabor café sin azúcares añadidos Hacendado,Brick 1 L,1.25,ud.
1280,Leche y bebidas vegetales,Bebida de almendras Hacendado,6 bricks x 1 L,7.8,pack
1281,Leche y bebidas vegetales,Bebida de almendras Hacendado,Brick 1 L,1.3,ud.
1282,Leche y bebidas vegetales,Bebida de coco y arroz sin azúcares añadidos Hacendado,6 bricks x 1 L,9.0,pack
1283,Leche y bebidas vegetales,Bebida de coco y arroz sin azúcares añadidos Hacendado,Brick 1 L,1.5,ud.
1284,Leche y bebidas vegetales,Bebida de chufa Hacendado sin azúcares añadidos,Brick 1 L,1.5,ud.
1285,Leche y bebidas vegetales,Horchata de chufa Hacendado,Brick 1 L,1.2,ud.
1286,Leche y bebidas vegetales,Bebida de avena con café Hacendado,Vaso 250 ml,0.9,ud.
1287,Leche y bebidas vegetales,Bebida de avellana y arroz sin azúcares añadidos Hacendado,6 bricks x 1 L,8.1,pack
1288,Leche y bebidas vegetales,Bebida de avellana y arroz sin azúcares añadidos Hacendado,Brick 1 L,1.35,ud.
1289,Leche y bebidas vegetales,Bebida de soja sabor vainilla Hacendado 0% azúcar,6 bricks x 1 L,6.6,pack
1290,Leche y bebidas vegetales,Bebida de soja sabor vainilla Hacendado 0% azúcar,Brick 1 L,1.1,ud.
1291,Leche y bebidas vegetales,Bebida de avena Hacendado 0% azúcar,6 bricks x 1 L,4.8,pack
1292,Leche y bebidas vegetales,Bebida de avena Hacendado 0% azúcar,Brick 1 L,0.8,ud.
1293,Leche y bebidas vegetales,Bebida de avena con chocolate Hacendado sin azucares añadidos,6 bricks x 1 L,7.2,pack
1294,Leche y bebidas vegetales,Bebida de avena con chocolate sin azúcares añadidos Hacendado,Brick 1 L,1.2,ud.
1295,Leche y bebidas vegetales,Batido de chocolate Hacendado,6 mini bricks x 200 ml,1.4,pack
1296,Leche y bebidas vegetales,Batido de chocolate Hacendado,Botella 1 L,1.2,ud.
1297,Leche y bebidas vegetales,Batido de chocolate 90% leche Hacendado,6 mini bricks x 200 ml,1.65,pack
1298,Leche y bebidas vegetales,Batido de chocolate 90% leche Hacendado,Botella 1 L,1.35,ud.
1299,Leche y bebidas vegetales,Batido de chocolate 90% leche Puleva,6 mini bricks x 200 ml,2.75,pack
1300,Leche y bebidas vegetales,Batido de chocolate ColaCao Energy,4 mini botellas x 188 ml,2.65,pack
1301,Leche y bebidas vegetales,Batido de vainilla Hacendado,6 mini bricks x 200 ml,1.55,pack
1302,Leche y bebidas vegetales,Batido sabor vainilla Hacendado,Botella 1 L,1.2,ud.
1303,Leche y bebidas vegetales,Batido sabor fresa Hacendado,6 mini bricks x 200 ml,1.55,pack
1304,Leche y bebidas vegetales,Batido sabor fresa Hacendado,Botella 1 L,1.2,ud.
1305,Leche y bebidas vegetales,Batido de chocolate Hacendado 0% sin azúcares añadidos,6 mini bricks x 200 ml,1.85,pack
1306,Leche y bebidas vegetales,Bebida láctea crecimiento y desarrollo Puleva Max,6 bricks x 1 L,11.34,pack
1307,Leche y bebidas vegetales,Bebida láctea crecimiento y desarrollo Puleva Max,Brick 1 L,1.89,ud.
1308,Leche y bebidas vegetales,Bebida láctea con cereales crecimiento y desarrollo Puleva Max,6 bricks x 1 L,11.34,pack
1309,Leche y bebidas vegetales,Bebida láctea con cereales crecimiento y desarrollo Puleva Max,Brick 1 L,1.89,ud.
1310,Leche y bebidas vegetales,Preparado lácteo crecimiento Peques 3 Puleva,6 bricks x 1 L,11.7,pack
1311,Leche y bebidas vegetales,Preparado lácteo crecimiento Peques 3 Puleva,Brick 1 L,1.95,ud.
1312,Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Peques 3 Puleva,6 bricks x 1 L,11.7,pack
1313,Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Brick 1 L,1.95,ud.
1314,Leche y bebidas vegetales,Preparado lácteo cereales al cacao Peques 3 Puleva,3 mini bricks x 200 ml,1.95,pack
1315,Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado,6 bricks x 1 L,7.5,pack
1316,Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado,Brick 1 L,1.25,ud.
1317,Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado,6 mini bricks x 200 ml,1.95,pack
1318,Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Hacendado +1 año,6 bricks x 1 L,9.0,pack
1319,Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Hacendado +1 año,Brick 1 L,1.5,ud.
1320,Leche y bebidas vegetales,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,6 mini bricks x 200 ml,2.2,pack
1321,Leche y bebidas vegetales,Bebida láctea sabor canela y limón Hacendado,Botella 1 L,1.65,ud.
1322,Leche y bebidas vegetales,Leche evaporada Hacendado,3 mini bricks x 200 ml,1.63,pack
1323,Leche y bebidas vegetales,Crema de leche para café Campina,Paquete 20 ud. (200 ml),1.1,ud.
1324,Leche y bebidas vegetales,Preparado de leche en cápsula Hacendado,Caja 16 cápsulas (259 g),3.2,ud.
1325,Leche y bebidas vegetales,Leche condensada Hacendado,Bote 1 kg,3.9,ud.
1326,Leche y bebidas vegetales,Leche condensada Hacendado,Bote 370 g,2.15,ud.
1327,Leche y bebidas vegetales,Leche condensada Hacendado,Bote 450 g,2.65,ud.
1328,Leche y bebidas vegetales,Leche condensada desnatada Hacendado,Bote 450 g,2.95,ud.
1329,Mantequilla y margarina,Mantequilla sin sal añadida Hacendado,Pastilla 250 g,1.9,ud.
1330,Mantequilla y margarina,Mantequilla Tradicional Asturiana,Tarrina 250 g,3.55,ud.
1331,Mantequilla y margarina,Mantequilla en porciones Hacendado sin sal añadida,"12 ud. x 12,5 g",1.9,pack
1332,Mantequilla y margarina,Mantequilla con sal Hacendado,Pastilla 250 g,1.9,ud.
1333,Mantequilla y margarina,Mantequilla con sal Hacendado,Tarrina 250 g,2.45,ud.
1334,Mantequilla y margarina,Mantequilla light Hacendado,Tarrina 250 g,2.2,ud.
1335,Mantequilla y margarina,Mantequilla sin lactosa Hacendado,Tarrina 250 g,2.6,ud.
1336,Mantequilla y margarina,Manteca de cerdo Mont-Palau para cocinar,Tarrina 400 g,2.3,ud.
1337,Mantequilla y margarina,Margarina Hacendado,Tarrina 500 g,1.45,ud.
1338,Mantequilla y margarina,Margarina Tulipán Original,Tarrina 400 g,2.85,ud.
1339,Mantequilla y margarina,Margarina con sal Hacendado,Tarrina 500 g,1.5,ud.
1340,Mantequilla y margarina,Margarina ligera Hacendado,Tarrina 500 g,1.45,ud.
1341,Mantequilla y margarina,Margarina Flora Proactiv,Tarrina 225 g,2.95,ud.
1342,Mantequilla y margarina,Margarina con sal Tulipán,Tarrina 400 g,2.85,ud.
1343,Mantequilla y margarina,Margarina 100% vegetal Hacendado,Tarrina 250 g,1.6,ud.
1344,Mantequilla y margarina,Margarina Flora Original,Tarrina 400 g,2.95,ud.
1345,Mantequilla y margarina,Nata ligera para cocinar Hacendado,3 mini bricks x 200 ml,1.75,pack
1346,Mantequilla y margarina,Nata ligera para cocinar Hacendado,Brick 500 ml,1.45,ud.
1347,Mantequilla y margarina,Nata montada azucarada Hacendado,Spray 250 g,1.5,ud.
1348,Mantequilla y margarina,Nata para montar Hacendado,Brick 500 ml,1.65,ud.
1349,Mantequilla y margarina,Nata para montar Hacendado,3 mini bricks x 200 ml,1.95,pack
1350,Mantequilla y margarina,Nata fresca para cocinar Hacendado,Tarrina 200 ml,1.2,ud.
1351,Mantequilla y margarina,Leche evaporada Hacendado,3 mini bricks x 200 ml,1.63,pack
1352,Mantequilla y margarina,Crema de soja Hacendado,Brick 200 ml,1.1,ud.
1353,Mantequilla y margarina,Nata ligera para cocinar sin lactosa Hacendado,3 mini bricks x 200 ml,2.4,pack
1354,Mantequilla y margarina,Salsa bechamel Knorr,Brick 500 ml,2.25,ud.
1355,Huevos,Huevos super grandes XL,Paquete 12 ud.,3.25,ud.
1356,Huevos,Huevos grandes L,Paquete 12 ud.,2.2,ud.
1357,Huevos,Huevos grandes L,Paquete 6 ud.,1.2,ud.
1358,Huevos,Huevos medianos M,Paquete 12 ud.,2.0,ud.
1359,Huevos,Huevos de gallinas camperas,Paquete 12 ud.,2.62,ud.
1360,Huevos,Huevos de gallinas camperas,Paquete 6 ud.,1.59,ud.
1361,Huevos,Huevos cocidos,Paquete 6 ud.,1.6,ud.
1362,Huevos,Huevos de codorniz,Paquete 18 ud.,1.65,ud.
1363,Huevos,Claras de huevo líquidas pasteurizadas,Botella 1 L,2.7,ud.
1364,Huevos,Claras de huevo líquidas pasteurizadas,Botella 300 ml,1.55,ud.
1365,Huevos,Huevos,Paquete 24 ud.,3.8,ud.
1366,Cereales,Cereales rellenos de leche Hacendado,Caja 500 g,2.6,ud.
1367,Cereales,Mini cereales rellenos de leche Hacendado,Caja 5 bolsitas (175 g),1.95,ud.
1368,Cereales,Cereales rellenos de chocolate y avellana Hacendado,Paquete 500 g,2.15,ud.
1369,Cereales,Cereales estrellas de maíz Stars Hacendado con miel,Caja 400 g,2.1,ud.
1370,Cereales,Cereales copos de maíz Corn Flakes Hacendado 0% azúcares añadidos,Caja 500 g,1.5,ud.
1371,Cereales,Cereales de arroz inflado Choco Rice Hacendado con chocolate,Caja 500 g,2.1,ud.
1372,Cereales,Cereales copos de maíz Corn Flakes Kellogg's,Caja 500 g,3.0,ud.
1373,Cereales,Cereales de arroz inflado Choco Krispies Kellogg's con chocolate,Caja 420 g,3.55,ud.
1374,Cereales,Cereales copos de trigo Chocodays Hacendado con chocolate,Caja 500 g,1.8,ud.
1375,Cereales,Cereales copos de maíz Corn Flakes Harvest Home sin gluten,Caja 375 g,2.59,ud.
